voyageID,masterID,agentID,vesselID,matchID,agent,rev,tonnage,masterExp,matchExp,voyageLength,yearOut,yearIn,voyageRank,voyageName,port,ground,dayout,dayin,bone,sperm,oil,crewlistlink,fate,rig,builtDate,rig_Bark,rig_Brig,rig_DSchr,rig_Gall,rig_GSchr,rig_Gyawl,rig_Sbark,rig_SBgtn,rig_SBktn,rig_Scow,rig_Schr,rig_Sloop,rig_SSchr,rig_Ship,rig_Snow,rig_Str,rig_others,steamer,nmaster,nagent,nvoyage,pop_baleen,pop_sperm,lntonnage,lnmasterExp,lnmatchExp,lnvoyageLength,lnnmaster,lnnagent,lnnvoyage,lnpop_baleen,lnpop_sperm,lnrev,temp,agentExp,lnagentExp,ncrew_diff,lnncrew,ncrew_orig,ncrew_pred,ncrew,sperm_caught,baleen_caught_oil,baleen_caught_bone,baleen_caught,whale_catch,lnwhale_catch,pop_whale,lnpop_whale
AV04582,3494,200,2553,1249,"Church, Nathan",18.544064,451,1,1,4,1847,1850,1,Erie : 1847-1850,"Fairhaven, MA  ",Pacific,1847 Aug 31,1850,43.5,.266,3.2,1,,Ship,1829,0,,,,,,,,,,,,,1,,,0,0,920,250,727,381.05954,1258.0106,6.1114674,0,0,1.3862944,6.8243737,5.521461,6.5889263,5.9429555,7.1372867,2.9726715,1827,21,3.0445225,3.5299778,3.5553482,35,31.039816,35.000004,11.704,58.666668,95.699997,95.699997,107.404,4.6765976,1191604,13.99081
AV10862,3358,200,1965,1248,"Church, Nathan",10.395688,305,1,1,4,1847,1850,1,Omega : 1847-1850,"Fairhaven, MA  ",Pacific,1847 Jan 6,1850,23,.60000002,1.6,1,,Bark / Ship,1832,1,,,,,,,,,,,,,1,,,0,0,920,250,727,381.05954,1258.0106,5.7203116,0,0,1.3862944,6.8243737,5.521461,6.5889263,5.9429555,7.1372867,2.4332349,1827,21,3.0445225,4.5065212,3.4657359,32,26.862907,32,26.400002,29.333334,50.599998,50.599998,77,4.3438053,1191604,13.99081
AV06619,5003,200,1520,1257,"Church, Nathan",8.4554558,337,1,1,5,1847,1851,1,Heroine : 1847-1851,"Fairhaven, MA  ",Pacific,1847 Nov 18,1851,16,.43399999,2.685,1,,Bark / Ship,1815,1,,,,,,,,,,,,,1,,,0,0,989,265,833,332.56937,1097.9276,5.8200831,0,0,1.6094379,6.8966942,5.57973,6.7250338,5.8068485,7.0011797,2.2465918,1827,21,3.0445225,.39822769,3.3672957,29,27.856457,28.999998,19.095999,49.224998,35.200001,49.224998,68.320999,4.2242169,1191604,13.99081
AV08078,1367,200,1664,1232,"Church, Nathan",.033461537,312.5,1,1,1,1848,1848,1,Kingston : 1848,"Fairhaven, MA  ",Pacific,1848 Aug 26,1848 Dec 4,0,.029999999,0,1,,Ship,1822,0,,,,,,,,,,,,,1,,,0,0,944,271,800,339.16833,1137.1746,5.7446046,0,0,0,6.8501263,5.602119,6.6846118,5.8264966,7.0363021,.032913882,1827,22,3.0910425,.69455147,3.2958369,27,26.105848,27.000002,1.3199999,0,0,0,1.3199999,.2776317,1181074.4,13.981936
AV08079,3105,200,1664,1243,"Church, Nathan",0,312.5,5,1,3,1848,1850,1,Kingston : 1848-1850,"Fairhaven, MA  ",,1848 Dec 16,1850 Oct,0,0,0,1,,Ship,1822,0,,,,,,,,,,,,,1,,,0,0,920,250,727,373.2251,1251.3613,5.7446046,1.6094379,0,1.0986123,6.8243737,5.521461,6.5889263,5.9221816,7.1319871,0,1827,22,3.0910425,1.3320599,3.3672957,29,27.237455,28.999998,0,0,0,0,0,,1181074.4,13.981936
AV09094,4727,200,1765,1256,"Church, Nathan",1.9336184,298,1,1,5,1848,1852,1,Martha : 1848-1852,"Fairhaven, MA  ",Pacific,1848 Nov 11,1852 Sep 11,0,1.347,0,1,,Ship,1826,0,,,,,,,,,,,,,1,,,0,0,1002,271,800,339.16833,1137.1746,5.6970935,0,0,1.6094379,6.9097533,5.602119,6.6846118,5.8264966,7.0363021,1.0762366,1827,22,3.0910425,8.1987476,2.9444389,19,26.473198,19,59.268002,0,0,0,59.268002,4.0820694,1181074.4,13.981936
AV00753,1426,200,822,1233,"Church, Nathan",1.428914,318,26,1,5,1848,1852,1,Amazon : 1848-1852,"Fairhaven, MA  ",Pacific,1848 Aug 18,1852,0,.991,.008,1,,Bark / Ship,1815,1,,,,,,,,,,,,,1,,,0,0,1002,271,800,339.16833,1137.1746,5.7620516,3.2580965,0,1.6094379,6.9097533,5.602119,6.6846118,5.8264966,7.0363021,.8874442,1827,22,3.0910425,3.0114651,3.4339871,31,27.269054,30.999998,43.604,.14666666,0,.14666666,43.750668,3.7785068,1181074.4,13.981936
AV04583,455,200,2553,1228,"Church, Nathan",18.094103,451,9,1,4,1850,1853,1,Erie : 1850-1853,"Fairhaven, MA  ",,1850 Sep 30,1853,40,.079999998,2.92,1,,Ship,1829,0,,,,,,,,,,,,,1,,,0,0,1056,266,895,291.89273,1007.1986,6.1114674,2.1972246,0,1.3862944,6.9622436,5.5834961,6.7968235,5.6763864,6.914928,2.9493794,1827,24,3.1780539,12.41534,3.7841897,44,31.264393,44.000004,3.52,53.533333,88,88,91.519997,4.5165577,1162686.8,13.966244
AV10863,1791,200,1965,1237,"Church, Nathan",7.2785835,305,10,1,5,1850,1854,1,Omega : 1850-1854,"Fairhaven, MA  ",,1850,1854,12.936,.28,2.162,1,,Bark / Ship,1832,1,,,,,,,,,,,,,1,,,0,0,1042,255,855,305.54852,1054.319,5.7203116,2.3025851,0,1.6094379,6.9488974,5.5412636,6.7511015,5.7221084,6.9606504,2.1136718,1827,24,3.1780539,6.393301,3.5263605,34,26.964691,34,12.32,39.636665,28.4592,39.636665,51.956665,3.9504099,1162686.8,13.966244
AV06620,3662,200,1520,1250,"Church, Nathan",.71253002,337,6,1,2,1851,1852,1,Heroine : 1851-1852,"Fairhaven, MA  ",,1851,1852,0,0,.9,1,,Bark / Ship,1815,1,,,,,,,,,,,,,1,,,0,0,1002,271,800,319.70624,1122.5088,5.8200831,1.7917595,0,.69314718,6.9097533,5.602119,6.6846118,5.7674026,7.0233216,.53797179,1827,25,3.2188759,2.8547859,3.4339871,31,27.894817,30.999998,0,16.5,0,16.5,16.5,2.8033605,1153772,13.958548
AV10460,1016,200,1916,1231,"Church, Nathan",30.083172,538,9,1,4,1851,1854,1,Niagara : 1851-1854,"Fairhaven, MA  ",Pacific,1851,1854,63.498,.061999999,5.073,1,,Ship,1851,0,,,,,,,,,,,,,1,,,0,0,1042,255,855,299.14032,1050.3005,6.2878585,2.1972246,0,1.3862944,6.9488974,5.5412636,6.7511015,5.700913,6.9568315,3.4366665,1827,25,3.2188759,4.0837631,3.6109178,37,32.919197,36.999996,2.7279999,93.004997,139.6956,139.6956,142.4236,4.9588056,1153772,13.958548
AV00754,267,200,822,1227,"Church, Nathan",20.793322,318,1,1,5,1852,1856,1,Amazon : 1852-1856,"Fairhaven, MA  ",,1852,1856,30.6,.021,1.984,1,,Bark / Ship,1815,1,,,,,,,,,,,,,1,,,0,0,1010,250,862,288.69064,1038.0662,5.7620516,0,0,1.6094379,6.9177055,5.521461,6.7592554,5.6653557,6.9451146,3.0816035,1827,26,3.2580965,4.7867012,3.4965076,33,27.66168,33.000004,.92399997,36.373333,67.32,67.32,68.244003,4.2230897,1143664.4,13.949748
AV09095,3299,200,1765,1247,"Church, Nathan",1.1775875,298,1,1,6,1852,1857,1,Martha : 1852-1857,"Fairhaven, MA  ",Pacific,1852,1857,0,.87,.028,1,,Ship,1826,0,,,,,,,,,,,,,1,,,0,0,990,249,859,289.69888,1041.6915,5.6970935,0,0,1.7917595,6.8977051,5.5174527,6.7557688,5.6688418,6.9486012,.77821761,1827,26,3.2580965,23.864223,3.300853,27.135777,26.565439,27.135777,38.279999,.51333332,0,.51333332,38.793331,3.6582484,1143664.4,13.949748
AV04584,2791,200,2553,1241,"Church, Nathan",37.306095,451,5,1,5,1853,1857,1,Erie : 1853-1857,"Fairhaven, MA  ",Pacific,1853 Sep 1,1857,34.897,0,3.081,1,,Ship,1829,0,,,,,,,,,,,,,1,,,0,0,990,249,859,281.72369,1038.1685,6.1114674,1.6094379,0,1.6094379,6.8977051,5.5174527,6.7557688,5.6409268,6.9452133,3.6456091,1827,27,3.2958369,.81144142,3.4339871,31,31.587362,30.999998,0,56.485001,76.773399,76.773399,76.773399,4.340858,1133787.4,13.941074
AV10864,4101,200,1965,1251,"Church, Nathan",28.761225,305,5,1,4,1854,1857,1,Omega : 1854-1857,"Fairhaven, MA  ",Pacific,1854 Aug 31,1857 May 11,27.5,0,1.588,1,,Bark / Ship,1832,1,,,,,,,,,,,,,1,,,0,0,990,249,859,273.63232,1034.8683,5.7203116,1.6094379,0,1.3862944,6.8977051,5.5174527,6.7557688,5.6117854,6.9420295,3.3932064,1827,28,3.3322046,1.081337,3.3672957,29,27.470797,28.999998,0,29.113333,60.5,60.5,60.5,4.1026435,1124002,13.932406
AV05509,1016,200,254,1231,"Church, Nathan",16.752575,361,13,5,4,1855,1858,1,General Scott : 1855-1858,"Fairhaven, MA  ",,1855 Sep 3,1858 Jul 18,14.7,.48800001,1.608,1,,Bark / Ship,1838,1,,,,,,,,,,,,,1,,,0,0,951,233,775,295.89734,1143.6708,5.8888779,2.5649493,1.6094379,1.3862944,6.8575139,5.4510384,6.652863,5.6900125,7.0419984,2.8765306,1827,29,3.3672957,9.290741,3.6635616,39,29.359818,38.999996,21.472,29.48,32.34,32.34,53.812,3.9854965,1115665.3,13.924961
AV00755,1668,200,822,1234,"Church, Nathan",16.477854,318,1,1,5,1856,1860,1,Amazon : 1856-1860,"Fairhaven, MA  ",Pacific,1856 Oct 14,1860,17.685,.28600001,1.522,1,,Bark / Ship,1815,1,,,,,,,,,,,,,1,,,0,0,830,213,656,342.82178,1346.9221,5.7620516,0,0,1.6094379,6.7214255,5.3612924,6.4861608,5.8372107,7.2055774,2.8609345,1827,30,3.4011974,2.6227512,3.4339871,31,27.997011,30.999998,12.584001,27.903334,38.907001,38.907001,51.491001,3.941407,1108472,13.918493
AV10865,5100,200,1965,1259,"Church, Nathan",1.2527517,305,5,1,5,1857,1861,1,Omega : 1857-1861,"Fairhaven, MA  ",Pacific,1857 Sep 8,1861,.9,.15000001,.85,1,,Bark / Ship,1832,1,,,,,,,,,,,,,1,,,0,0,735,197,542,407.98151,1624.6328,5.7203116,1.6094379,0,1.6094379,6.5998707,5.2832036,6.2952662,6.0112219,7.3930373,.81215245,1827,31,3.4339871,1.0601883,3.3672957,29,27.589092,28.999998,6.6000004,15.583333,1.98,15.583333,22.183334,3.0993414,1101677,13.912344
AV04585,2791,200,2553,1241,"Church, Nathan",25.34304,451,10,6,5,1857,1861,1,Erie : 1857-1861,"Fairhaven, MA  ","Indian, Pacific",1857 Aug 3,1861,33.7,.025,2.992,1,,Ship,1829,0,,,,,,,,,,,,,1,,,0,0,735,197,542,407.98151,1624.6328,6.1114674,2.3025851,1.7917595,1.6094379,6.5998707,5.2832036,6.2952662,6.0112219,7.3930373,3.2712042,1827,31,3.4339871,1.1764526,3.4965076,33,31.807087,33.000004,1.1,54.853333,74.139999,74.139999,75.239998,4.320683,1101677,13.912344
AV09096,3163,200,1765,1244,"Church, Nathan",13.265261,298,1,1,5,1857,1861,1,Martha : 1857-1861,"Fairhaven, MA  ",Pacific,1857 Nov 14,1861,17.476,.116,1.504,1,,Ship,1826,0,,,,,,,,,,,,,1,,,0,0,735,197,542,407.98151,1624.6328,5.6970935,0,0,1.6094379,6.5998707,5.2832036,6.2952662,6.0112219,7.3930373,2.6578274,1827,31,3.4339871,.67048073,3.2958369,27,27.31427,27.000002,5.1040001,27.573334,38.447201,38.447201,43.551201,3.7739372,1101677,13.912344
AV05511,2682,200,254,1240,"Church, Nathan",10.59934,361,16,1,5,1858,1862,1,General Scott : 1858-1862,"Fairhaven, MA  ",Pacific,1858 Oct 19,1862,11.958,.189,1.5,1,,Bark / Ship,1838,1,,,,,,,,,,,,,1,,,0,0,660,177,465,468.35474,1887.2723,5.8888779,2.7725887,0,1.6094379,6.49224,5.1761498,6.1420374,6.1492262,7.5428877,2.4509482,1827,32,3.4657359,1.1818562,3.4339871,31,29.592299,30.999998,8.316,27.5,26.3076,27.5,35.816002,3.5783949,1095366.6,13.9066
AV00775,535,205,60,1274,"Church, William N.",.26625624,95,15,1,2,1876,1877,1,Amelia : 1876-1877,"New Bedford, MA  ","Atlantic, Gulf of Mexico, W Indies",1876 Dec 27,1877 Jul 25,0,.25999999,0,1,,Schr,1852,0,,,,,,,,,,1,,,0,,,1,0,295,72,234,925.26868,3702.4072,4.5538769,2.7080503,0,.69314718,5.6869755,4.2766662,5.4553213,6.8300843,8.2167387,.2360647,1876,1,0,1.4745483,2.7725887,16,17.953028,16,11.44,0,0,0,11.44,2.4371159,1082876.3,13.895131
AV00776,535,205,60,1274,"Church, William N.",.14878036,95,17,3,3,1877,1879,1,Amelia : 1877-1879,"New Bedford, MA  ",Atlantic,1877 Oct 2,1879 Oct 3,0,.17,0,1,,Schr,1852,0,,,,,,,,,,1,,,0,,,1,0,288,70,227,959.02795,3816.9351,4.5538769,2.8332133,1.0986123,1.0986123,5.6629605,4.2484951,5.4249501,6.8659201,8.2472029,.13870083,1876,2,.69314718,1.5203991,2.7725887,16,17.790527,16,7.48,0,0,0,7.48,2.0122328,1084143.6,13.896301
AV00777,535,205,60,1274,"Church, William N.",.16095001,95,20,6,2,1879,1880,1,Amelia : 1879-1880,"New Bedford, MA  ",Atlantic,1879 Nov 24,1880,0,.16,.005,1,,Schr,1852,0,,,,,,,,,,1,,,0,,,1,0,269,66,212,1039.3542,4086.8867,4.5538769,2.9957323,1.7917595,.69314718,5.5947113,4.1896548,5.3565865,6.9463549,8.3155384,.14923865,1876,4,1.3862944,.60724831,2.8332133,17,17.829815,17,7.04,.091666669,0,.091666669,7.1316667,1.964545,1086763.1,13.898714
AV00778,535,205,60,1274,"Church, William N.",0,95,22,8,2,1881,1882,1,Amelia : 1881-1882,"New Bedford, MA  ",Atlantic O,1881 Apr 5,1882,0,0,0,1,,Schr,1852,0,,,,,,,,,,1,,,0,,,1,0,240,57,186,1193.8293,4660.9097,4.5538769,3.0910425,2.0794415,.69314718,5.480639,4.0430512,5.2257466,7.0849214,8.4469662,0,1876,6,1.7917595,.54259872,2.8332133,17,17.696289,17,0,0,0,0,0,,1088981.5,13.900753
AV15761,535,205,688,1274,"Church, William N.",.37674105,90,24,10,2,1882,1883,1,William Wilson : 1882-1883,"New Bedford, MA  ",Atlantic,1882 Sep 25,1883,0,.375,0,1,,Schr,1856,0,,,,,,,,,,1,,,0,,,1,0,227,57,188,1187.1895,4614.6719,4.4998097,3.1780539,2.3025851,.69314718,5.4249501,4.0430512,5.2364421,7.0793438,8.4369965,.31971914,1876,7,1.9459101,1.122879,2.7725887,16,17.227325,16,16.5,0,0,0,16.5,2.8033605,1090749.9,13.902376
AV15762,535,205,688,1274,"Church, William N.",.30208334,90,26,12,2,1883,1884,1,William Wilson : 1883-1884,"New Bedford, MA  ",Atlantic,1883 Oct 15,1884,0,.375,0,1,,Schr,1856,0,,,,,,,,,,1,,,0,,,1,0,223,52,184,1220.2808,4720.6758,4.4998097,3.2580965,2.4849067,.69314718,5.4071717,3.9512436,5.2149358,7.1068363,8.4597073,.26396555,1876,8,2.0794415,1.0722084,2.7725887,16,17.16139,16,16.5,0,0,0,16.5,2.8033605,1093136,13.904561
AV00894,535,205,722,1274,"Church, William N.",.93822515,117,28,14,4,1886,1889,1,Amy M. Sacker : 1886-1889,"New Bedford, MA  ",Atlantic,1886 Jun 12,1889,0,1.3200001,.02,1,,Schr,1886,0,,,,,,,,,,1,,,0,,,1,0,175,42,136,1682.879,6413.7368,4.7621741,3.3322046,2.6390574,1.3862944,5.1647859,3.7376697,4.9126549,7.4282613,8.7661972,.66177267,1876,11,2.3978953,1.0075111,2.8903718,18,19.241184,18,58.080002,.36666667,0,.36666667,58.446667,4.0681148,1101139.8,13.911857
AV04285,2076,205,732,1275,"Church, William N.",.58644438,128.5,11,1,3,1902,1904,1,Ellen A. Swift : 1902-1904,"Provincetown, MA  ",Atlantic,1902 Dec 10,1904,0,1.05,0,1,,Schr,1882,0,,,,,,,,,,1,,,0,,,1,0,68,23,53,4742.6641,16977.93,4.8559289,2.3978953,0,1.0986123,4.2195077,3.1354942,3.9702919,8.4643545,9.7396698,.46149528,1876,27,3.2958369,8.6237049,2.4849067,12,20.718689,12,46.199997,0,0,0,46.199997,3.8329797,1151191.5,13.956308
AV04286,3176,205,732,1276,"Church, William N.",.22233334,128.5,28,1,1,1905,1905,1,Ellen A. Swift : 1905,"Provincetown, MA  ",Atlantic,1905 Apr 28,1905,0,.44999999,0,1,,Schr,1882,0,,,,,,,,,,1,,,0,,,1,0,64,22,47,5459.1611,19241.967,4.8559289,3.3322046,0,0,4.1588831,3.0910425,3.8501475,8.6050501,9.8648491,.2007616,1876,30,3.4011974,1.886179,2.9444389,19,17.375441,19,19.799999,0,0,0,19.799999,2.985682,1160953,13.964752
AV13576,2312,207,624,1278,"Churchill, Robert P.",.044,54,1,1,2,1880,1881,1,Surprise : 1880-1881,"New Bedford, MA  ",Atlantic O,1880 Oct 19,1881,0,.050000001,0,1,,Schr,1853,0,,,,,,,,,,1,,,0,,,1,0,263,65,212,1043.8975,4087.7761,3.9889841,0,0,.69314718,5.572154,4.1743875,5.3565865,6.9507165,8.3157568,.043059491,1880,1,0,1.2951841,2.7080503,15,13.569752,15.000001,2.2,0,0,0,2.2,.78845739,1087914.9,13.899774
AV13573,2070,208,624,1281,"Churchill, Sylvanus",.143655,54,9,1,1,1878,1878,1,Surprise : 1878,"New Bedford, MA  ",Atlantic,1878 May,1878 Sep,0,.15700001,0,1,,Schr,1853,0,,,,,,,,,,1,,,0,,,1,0,300,73,247,886.78241,3507.5408,3.9889841,2.1972246,0,0,5.7037826,4.2904596,5.5093884,6.7875996,8.1626701,.13422927,1878,1,0,1.2227821,2.7080503,15,13.561956,15.000001,6.908,0,0,0,6.908,1.9326801,1085397.8,13.897457
AV11501,1702,208,534,1279,"Churchill, Sylvanus",.076140538,60,4,1,2,1878,1879,1,Petrel : 1878-1879,"New Bedford, MA  ",Atlantic,1878 Nov 5,1879 Aug 20,0,.086999997,0,1,,Schr,1840,0,,,,,,,,,,1,,,0,,,1,0,288,70,227,964.91302,3816.5752,4.0943446,1.3862944,0,.69314718,5.6629605,4.2484951,5.4249501,6.8720379,8.2471085,.073381066,1878,1,0,.64394665,2.7080503,15,14.373509,15.000001,3.8279998,0,0,0,3.8279998,1.3423424,1085397.8,13.897457
AV13574,2070,208,624,1281,"Churchill, Sylvanus",.13740304,54,10,2,2,1878,1879,1,Surprise : 1878-1879,"New Bedford, MA  ",Atlantic,1878 Oct 15,1879 Aug 23,0,.15700001,0,1,,Schr,1853,0,,,,,,,,,,1,,,0,,,1,0,288,70,227,964.91302,3816.5752,3.9889841,2.3025851,.69314718,.69314718,5.6629605,4.2484951,5.4249501,6.8720379,8.2471085,.12874763,1878,1,0,1.3213606,2.7080503,15,13.574987,15.000001,6.908,0,0,0,6.908,1.9326801,1085397.8,13.897457
AV11502,1780,208,534,1280,"Churchill, Sylvanus",0,60,1,1,1,1879,1879,1,Petrel : 1879,"New Bedford, MA  ",Atlantic,1879 Oct 25,1879 Oct 28,0,0,0,1,,Schr,1840,0,,,,,,,,,,1,,,0,,,1,0,288,70,227,970.67444,3816.8281,4.0943446,0,0,0,5.6629605,4.2484951,5.4249501,6.8779912,8.2471752,0,1878,2,.69314718,6.3900127,2.0794415,8,14.237271,8,0,0,0,0,0,,1086763.1,13.898714
AV13575,4012,208,624,1282,"Churchill, Sylvanus",2.1077001,54,1,1,2,1879,1880,1,Surprise : 1879-1880,"New Bedford, MA  ",Atlantic,1879 Oct 27,1880,1,.064999998,.085,1,,Schr,1853,0,,,,,,,,,,1,,,0,,,1,0,269,66,212,1039.3542,4086.8867,3.9889841,0,0,.69314718,5.5947113,4.1896548,5.3565865,6.9463549,8.3155384,1.1338829,1878,2,.69314718,.22025871,2.6390574,14,13.633971,14.000001,2.8599999,1.5583333,2.2,2.2,5.0599999,1.6213665,1086763.1,13.898714
AV05845,990,212,255,1291,"Clay, Henry & Co.",.58235621,82,8,1,2,1875,1876,1,Golden City : 1875-1876,"New Bedford, MA  ","Atlantic, Gulf of Mexico, W Indies",1875 Dec 9,1876 Sep 29,0,.44,.04,1,,Schr,1863,0,,,,,,,,,,1,,,0,,,1,0,298,68,236,912.00421,3670.4248,4.4067192,2.0794415,0,.69314718,5.6970935,4.2195077,5.4638319,6.8156447,8.2080631,.45891502,1875,1,0,.43380547,2.7725887,16,16.806768,16,19.360001,.73333335,0,.73333335,20.093334,3.0003881,1081453.3,13.893816
AV05846,990,212,255,1291,"Clay, Henry & Co.",.35157502,82,12,3,2,1877,1878,1,Golden City : 1877-1878,"New Bedford, MA  ",Atlantic,1877 Jun 19,1878 Sep 21,0,.36500001,.04,1,,Schr,1863,0,,,,,,,,,,1,,,0,,,1,0,300,73,247,881.37384,3507.8713,4.4067192,2.4849067,1.0986123,.69314718,5.7037826,4.2904596,5.5093884,6.7814817,8.1627645,.3012706,1875,3,1.0986123,.57971382,2.7725887,16,16.774677,16,16.060001,.73333335,0,.73333335,16.793335,2.820982,1084143.6,13.896301
AV17004,191,212,534,1288,"Clay, Henry & Co.",.077775002,60,6,1,2,1877,1878,1,Petrel : 1877-1878,"New Bedford, MA  ",Atlantic,1877 Nov 7,1878 Oct 3,0,.085000001,0,1,,Schr,1840,0,,,,,,,,,,1,,,0,,,1,0,300,73,247,881.37384,3507.8713,4.0943446,1.7917595,0,.69314718,5.7037826,4.2904596,5.5093884,6.7814817,8.1627645,.074898735,1875,3,1.0986123,.54256439,2.7080503,15,14.402572,15.000001,3.74,0,0,0,3.74,1.3190856,1084143.6,13.896301
AV04067,191,212,414,1288,"Clay, Henry & Co.",2.7069945,103.33334,8,3,2,1878,1879,1,Eleanor B. Conwell : 1878-1879,"New Bedford, MA  ",Atlantic,1878 May 6,1879 Jul 28,.88,.61000001,.1,1,,Schr,1859,0,,,,,,,,,,1,,,0,,,1,0,288,70,227,964.91302,3816.5752,4.63796,2.0794415,1.0986123,.69314718,5.6629605,4.2484951,5.4249501,6.8720379,8.2471085,1.3102214,1875,4,1.3862944,1.2158661,2.8332133,17,18.484056,17,26.84,1.8333334,1.936,1.936,28.776001,3.3595417,1085397.8,13.897457
AV05847,3225,212,255,1299,"Clay, Henry & Co.",1.3672,82,1,1,3,1878,1880,1,Golden City : 1878-1880,"New Bedford, MA  ",Atlantic off Georgia,1878 Nov 29,1880 Mar 18,.5,.34,.06,1,L,Schr,1863,0,,,,,,,,,,1,,,0,,,1,0,269,66,212,1033.1852,4086.616,4.4067192,0,0,1.0986123,5.5947113,4.1896548,5.3565865,6.9404016,8.3154726,.86170781,1875,4,1.3862944,1.1915207,2.7080503,15,16.31695,15.000001,14.96,1.1,1.1,1.1,16.059999,2.7763317,1085397.8,13.897457
AV04068,1300,212,414,1292,"Clay, Henry & Co.",.78640002,103.33334,1,1,2,1879,1880,1,Eleanor B. Conwell : 1879-1880,"New Bedford, MA  ",Atlantic,1879 Oct 13,1880,.2,.38,.02,1,,Schr,1859,0,,,,,,,,,,1,,,0,,,1,0,269,66,212,1039.3542,4086.8867,4.63796,0,0,.69314718,5.5947113,4.1896548,5.3565865,6.9463549,8.3155384,.58020246,1875,5,1.6094379,4.2125187,2.6390574,14,18.433243,14.000001,16.719999,.36666667,.44,.44,17.16,2.842581,1086763.1,13.898714
AV05848,191,212,255,1288,"Clay, Henry & Co.",.26640001,82,13,8,2,1880,1881,1,Golden City : 1880-1881,"New Bedford, MA  ",Atl  off Georgia,1880 Jun 2,1881 Aug 23,0,.30000001,.005,1,L,Schr,1863,0,,,,,,,,,,1,,,0,,,1,0,263,65,212,1043.8975,4087.7761,4.4067192,2.5649493,2.0794415,.69314718,5.572154,4.1743875,5.3565865,6.9507165,8.3157568,.23617823,1875,6,1.7917595,.51077652,2.7725887,16,16.592245,16,13.200001,.091666669,0,.091666669,13.291667,2.5871372,1087914.9,13.899774
AV04069,1300,212,414,1292,"Clay, Henry & Co.",.50444996,103.33334,3,3,3,1880,1882,1,Eleanor B. Conwell : 1880-1882,"New Bedford, MA  ",Atlantic,1880 Nov 10,1882,0,.38,.19,1,,Schr,1859,0,,,,,,,,,,1,,,0,,,1,0,240,57,186,1189.8186,4659.186,4.63796,1.0986123,1.0986123,1.0986123,5.480639,4.0430512,5.2257466,7.0815563,8.4465961,.40842736,1875,6,1.7917595,2.16082,2.7725887,16,18.338961,16,16.719999,3.4833333,0,3.4833333,20.203333,3.0058477,1087914.9,13.899774
AV14282,191,212,2361,1288,"Clay, Henry & Co.",.1584,84.333336,15,10,1,1881,1881,1,Union : 1881,"New Bedford, MA  ",Atlantic,1881 May 2,1881,0,.18000001,0,1,,Schr,1847,0,,,,,,,,,,1,,,0,,,1,0,263,65,212,1047.4163,4089.2886,4.4347773,2.7080503,2.3025851,0,5.572154,4.1743875,5.3565865,6.9540815,8.3161259,.14703974,1875,7,1.9459101,.96995354,2.7080503,15,15.936011,15.000001,7.9200001,0,0,0,7.9200001,2.0693913,1088981.5,13.900753
AV05850,1946,212,255,1294,"Clay, Henry & Co.",.118305,82,1,1,2,1881,1882,1,Golden City : 1881-1882,"New Bedford, MA  ","Atlantic, W Indies",1881 Oct 13,1882 Sep 18,0,.1,.023,1,,Schr,1863,0,,,,,,,,,,1,,,0,,,1,0,240,57,186,1193.8293,4660.9097,4.4067192,0,0,.69314718,5.480639,4.0430512,5.2257466,7.0849214,8.4469662,.11181414,1875,7,1.9459101,2.462841,2.6390574,14,16.524799,14.000001,4.4000001,.42166665,0,.42166665,4.8216667,1.5731196,1088981.5,13.900753
AV14283,1927,212,2361,1293,"Clay, Henry & Co.",.22568215,84.333336,11,1,2,1882,1883,1,Union : 1882-1883,"New Bedford, MA  ","Atlantic, W Indies",1882 Jan 30,1883 Sep 16,0,.13,.17,1,,Schr,1847,0,,,,,,,,,,1,,,0,,,1,0,227,57,188,1187.1895,4614.6719,4.4347773,2.3978953,0,.69314718,5.4249501,4.0430512,5.2364421,7.0793438,8.4369965,.20349754,1875,8,2.0794415,6.6277199,2.3025851,10,16.685501,10,5.7199998,3.1166666,0,3.1166666,8.8366661,2.1789098,1090749.9,13.902376
AV05237,191,212,1338,1288,"Clay, Henry & Co.",.25842106,98,16,11,2,1882,1883,1,Franklin : 1882-1883,"New Bedford, MA  ",Atlantic,1882 Jun 17,1883,0,.255,.004,1,,Schr,1833,0,,,,,,,,,,1,,,0,,,1,0,227,57,188,1187.1895,4614.6719,4.5849676,2.7725887,2.3978953,.69314718,5.4249501,4.0430512,5.2364421,7.0793438,8.4369965,.22985782,1875,8,2.0794415,1.7234974,2.7725887,16,17.84523,16,11.219999,.07333333,0,.07333333,11.293333,2.4242125,1090749.9,13.902376
AV05851,506,212,255,1289,"Clay, Henry & Co.",.2013889,82,1,1,3,1882,1884,1,Golden City : 1882-1884,"New Bedford, MA  ","Atlantic, W Indies, Cape Verde",1882 Oct 21,1884 Aug 19,0,.25,0,1,,Schr,1863,0,,,,,,,,,,1,,,0,,,1,0,223,52,184,1212.9979,4714.9907,4.4067192,0,0,1.0986123,5.4071717,3.9512436,5.2149358,7.1008501,8.4585018,.1834783,1875,8,2.0794415,.074605942,2.7725887,16,16.173685,16,11,0,0,0,11,2.3978953,1090749.9,13.902376
